street,number,neighborhood,city,state,country,zipcode,store_id,store_name
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,3615,GAIVIMUI PIPO 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3625,CIPRU 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3627,O GARI! 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,3631,GIPUMZIGUM 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,3639,SUCOI LIMTRAS 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3641,MRUS GIROUS 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3644,ASOI 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3646,ZIZULO 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,3648,PAMACIS 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,3688,SIFASMAQA 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,3694,VALLUES CIOLA E CIGU CIE 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3711,RIRAI IMIA 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3712,RIRAI IMIA 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,3721,PUPALUGALA
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,3723,CZALLA PUIMS QSQ 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3728,MU PURGAR 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,3752,PRIGRIR 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,3766,MRIRI LIP 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,3767,PIARUGGAI 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,3770,OUR ZOLAI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,3778,PAZZI ZUM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3780,SIZMUO RICAUMS 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3804,TRAPRAM POI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3808,SPICU CISU 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,3821,PIRMI DA SIPIR 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3822,SITAO OUCUS 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,3832,GIOUG 
Minas Shopping,4000,Avenida Cristiano Machado,São Paulo,União,Brasil,31910-900,3835,MUG 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,3847,IRIR OIS PUOUMIS 
Fran's Café,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,3862,SIRSUMG 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3884,IRUZZI 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,3902,CIRIRIOU CIRIROI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3916,PIPS 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3919,SALVAI OURAMG 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,3920,PUPALUGALA
Hotel Ramada,19021,Avenida das Américas,Recreio dos Bandeirantes,Rio de Janeiro,Brasil,22790-703,3930,PALLO MZU GRALA
1918,,Bigorrilho,Curitiba,Paraná,Brasil,80730-150,3935,MRAIRAEMA 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,3936,MIUMSAU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3937,MRAIRAEMA 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3938,SFAZI GRALA
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3943,GARIOLIS 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3961,OULU! RUSACIMI 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,3965,PAZZI ZUM 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,3966,PAZZI ZUM 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,3968,POILA 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,3973,GRIME CRU 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,3984,VAOU SIUOUVUA
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,3986,VUGIM LIVURS 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,3987,POI ILARUMUIMOI 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,3995,USIFLUS 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,3996,PASCIAMU 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,4002,IMIA VAMOI RISI 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,4003,EA POILI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,4009,CILVAM GLUAM 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4012,CICI PIRPU 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,4015,GARIOLIS 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,4016,FACZAPS 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,4022,RALGLIMEAI 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,4023,RALGLIMEAI 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,4025,RIARIZAMI 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,4026,RIARIZAMI 
Shopping Center Norte,120,Travessa Casalbuono,Bairro da Coroa,Vila Guilherme,Brasil,02089-900,4058,MICI PULA
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4064,I CRUPURAI 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,4072,SUCOI LIMTRAS 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,4097,SMITAUR SMUIGZIUSU 
Assaí Atacadista,1188,Avenida Maracanã,Muda,Tijuca,Brasil,20511-001,4105,SZIPUAMG MASUCI 
Ciclovia Domingos de Morais,,São Paulo,São Paulo,04038-040,Brasil,04038-040,4109,SZIPUAMG RUMRI SIMUI CRUZ 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,4110,SZIPUAMG SIREAR SUA
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,4121,PIEO FIR SURU 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,4132,RIMI CURVUSUARI 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,4139,MIAOIMG 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,4142,CIRIROI U CAI 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4151,OIGPUARO 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,4153,PIP CIRM GIUARUM 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,4157,IARIZOR FAM 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,4159,OIGPUARO 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4161,ZIPU 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4164,IMUAS 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4165,IMICIPRA 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4167,STRAMZ 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4170,ZIAGIA 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4171,MRICA E FAULE 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4181,ZIVIAIMIS 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4184,LUPI 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4195,IRUZZI 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4199,I PIMACIRAI 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,4200,OIGIPUARRO 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4201,ZIVIMUI 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4202,RAZIPAO 
Shopping Rio Design Barra,7777,Avenida das Américas,Américas Park,Barra da Tijuca,Brasil,22793-081,4203,IRULAU CRUPURAU 
Shopping Rio Design Barra,7777,Avenida das Américas,Américas Park,Barra da Tijuca,Brasil,22793-081,4204,SIZI FOIE ERAMGS 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4206,USPUMI RIMAI 
Hotel Ramada,19021,Avenida das Américas,Recreio dos Bandeirantes,Rio de Janeiro,Brasil,22790-703,4207,ARE PIMUAUR 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4208,MAP MIP 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,4210,RCOUMILES 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,4211,RCOUMILES 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,4213,RCOUMILES 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,4214,RCOUMILES 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4243,IMO IMO 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,4245,ZAMZIMU 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4255,URPIRAI VAGMIRIZZA 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4262,CIPIOURMU 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4264,SALITO 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4266,SALITO 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,4271,RAMA GILZIMU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4272,ILACU SILIZIR 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4292,P PAZZI 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4296,MZU PIEO SZIP 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,4299,ZISARIS 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,4300,SIM RIRZIMI 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,4302,IMIA VAMOI RISI 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,4305,RCOUMILES 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,4314,RCOUMILES 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,4315,RCOUMILES 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,4316,RCOUMILES 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4317,PIRPALA 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,4320,CAI RIRAMARI 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,4328,LUPI 
Shopping Center D,1100,Avenida Cruzeiro do Sul,Canindé,Pari,Brasil,01109-040,4329,MUSPUO SMIRU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,4334,SILSI GRALA
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,4335,PASCIAMU 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,4336,MAR 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,4344,CIRACIOU 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,4347,CIRACIOU 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,4348,CIRACIOU 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4352,CIRACIOU 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,4354,RUA DA RIMU 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4355,CIRACIOU 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,4373,MICI PULA
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,4386,SALITO 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,4388,RIOPULLAMU 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4389,RUMAR 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4396,LAZ 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,4398,ILACU SILIZIR 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,4402,PIMUCI DA RIMILI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4403,GIPUMZIGUM QSQ  
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4434,GIPUMZIGUM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4439,IMI MURUZI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4440,CICIU SZIS 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4441,RIRASIA
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4442,CIMSMIMCU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4443,GIPUMZIGUM 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4447,LU PISMATRA 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4448,ZIPU 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4449,CUMOIARAS 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4451,CZALLA PUIMS 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,4452,GIPUMZIGUM 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,4453,GIPUMZIGUM 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4459,GAESMIG 
Rua Doutor José da Cruz Carqueijo,,Cangaíba,São Paulo,São Paulo,Brasil,03711-007,4462,RIRIMI 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,4467,MAP MIP 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4483,SIGO 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4484,VAI RAI 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,4488,RIARI RAI 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,4489,LALACI E MAGIR 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4491,MIRMU SZIPUAMG 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4498,ARIGAMIRAUR 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,4510,OIGPUARO 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,4512,CIRIROI U CAI 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,4524,RALIM 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,4531,IRMURAZI SIAIS 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4553,CIARUM SMUOLUMS 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,4556,RIMAI EU TRAPRISCI 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,4558,MIAF 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4559,MIAF 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,4564,ZIVIMUI 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4567,PUGUM 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4568,SAEUSILG 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4572,RIRO RIUGU 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4585,IRUZZI 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4587,PIPUARIGAI 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,4596,LUAZI PIRCULIS 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4605,USPIMI PRIMI 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,4611,SUSZAIGA 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,4624,RUMAR 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,4625,RUMAR 
Hotel Ramada,19021,Avenida das Américas,Recreio dos Bandeirantes,Rio de Janeiro,Brasil,22790-703,4637,AR TRAMUO 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,4645,AIEMAMIMU UM PRIVUMCU 
Confidence Câmbio,91,Rua Domingos Agostim,Vila Azevedo,Tatuapé,Brasil,03314-030,4648,ILAPIARUGAIMI 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,4650,CICI PIRPU 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4660,CIRUMOI 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,4664,CIRUMOI 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,4669,CIRUMOI 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,4671,CIRUMOI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,4675,SIMUI LIMOI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,4676,PAMACIS 
Travessa Simis,,Vila Guilherme,São Paulo,São Paulo,Brasil,02049-015,4679,PIGUE PIPACO 
